tweet_text,tweet_lang,tweet_text_raw,clean_text,text_length,detected_lang,is_english,lang_match,tweet_createdAt,tweet_day,tweet_event_date,tweet_id,tweet_id_origin,bronze_completeness,bronze_text_length,tweet_snapshot_rank,gold_entity,gold_grain
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,1,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,2,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,3,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,4,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,5,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,6,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,7,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,8,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,9,tweet,snapshot_per_tweet
"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",en,"since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it 
fuck useless iphone features that ever made 
would you please remove it so fuck useless and annoying 
and 
fuck ugliest mac notch @tim_cook @Apple",since i bought my iphone 16 pro max rarely use that damn useless camera button and i couldn't buy suitable phone case bc it fuck useless iphone features that ever made would you please remove it so fuck useless and annoying and fuck ugliest mac notch,250,en,True,True,,,,surrogate_1383625720080931182,surrogate_hash,10,250,10,tweet,snapshot_per_tweet
Base on my experience using both chip. Id recommend using Apple Silicon. Old MacBook using intel is slower and sometimes the fan spin too fast and noisy 🤣,en,Base on my experience using both chip. Id recommend using Apple Silicon. Old MacBook using intel is slower and sometimes the fan spin too fast and noisy 🤣,Base on my experience using both chip. Id recommend using Apple Silicon. Old MacBook using intel is slower and sometimes the fan spin too fast and noisy 🤣,154,en,True,True,,,,surrogate_13890544961083120626,surrogate_hash,10,154,1,tweet,snapshot_per_tweet
Base on my experience using both chip. Id recommend using Apple Silicon. Old MacBook using intel is slower and sometimes the fan spin too fast and noisy 🤣,en,Base on my experience using both chip. Id recommend using Apple Silicon. Old MacBook using intel is slower and sometimes the fan spin too fast and noisy 🤣,Base on my experience using both chip. Id recommend using Apple Silicon. Old MacBook using intel is slower and sometimes the fan spin too fast and noisy 🤣,154,en,True,True,,,,surrogate_13890544961083120626,surrogate_hash,10,154,2,tweet,snapshot_per_tweet
"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",en,"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.","The most useful feature I see on the is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse. It's also pretty fast, you can tell their TPUs go brrrr... I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it. I also use it to create tasks (Google Tasks/Google Keep). I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it. In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol). But is it worth it for the AI features? Nah. In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem. I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",942,en,True,True,,,,surrogate_13944032144545357048,surrogate_hash,10,942,1,tweet,snapshot_per_tweet
"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",en,"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.","The most useful feature I see on the is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse. It's also pretty fast, you can tell their TPUs go brrrr... I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it. I also use it to create tasks (Google Tasks/Google Keep). I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it. In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol). But is it worth it for the AI features? Nah. In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem. I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",942,en,True,True,,,,surrogate_13944032144545357048,surrogate_hash,10,942,2,tweet,snapshot_per_tweet
"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",en,"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.","The most useful feature I see on the is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse. It's also pretty fast, you can tell their TPUs go brrrr... I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it. I also use it to create tasks (Google Tasks/Google Keep). I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it. In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol). But is it worth it for the AI features? Nah. In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem. I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",942,en,True,True,,,,surrogate_13944032144545357048,surrogate_hash,10,942,3,tweet,snapshot_per_tweet
"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",en,"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.","The most useful feature I see on the is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse. It's also pretty fast, you can tell their TPUs go brrrr... I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it. I also use it to create tasks (Google Tasks/Google Keep). I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it. In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol). But is it worth it for the AI features? Nah. In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem. I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",942,en,True,True,,,,surrogate_13944032144545357048,surrogate_hash,10,942,4,tweet,snapshot_per_tweet
"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",en,"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.","The most useful feature I see on the is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse. It's also pretty fast, you can tell their TPUs go brrrr... I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it. I also use it to create tasks (Google Tasks/Google Keep). I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it. In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol). But is it worth it for the AI features? Nah. In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem. I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",942,en,True,True,,,,surrogate_13944032144545357048,surrogate_hash,10,942,5,tweet,snapshot_per_tweet
"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",en,"The most useful feature I see on the @GeminiApp is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse.
It's also pretty fast, you can tell their TPUs go brrrr...
I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it.
I also use it to create tasks (Google Tasks/Google Keep).
I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it.
In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol).
But is it worth it for the AI features? Nah.
In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem.
I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.","The most useful feature I see on the is to paste a youtube link and ask for a summary, saves a lot of time and it's easier to parse. It's also pretty fast, you can tell their TPUs go brrrr... I also set up the Gemini system prompt with a private link to a Google Sheets with my budget, so I can ask questions about it. I also use it to create tasks (Google Tasks/Google Keep). I rarely use the feature of taking a screenshot on my Pixel phone to ask questions about it. In summary: is it worth it to use a Pixel 9 Pro XL? Sure, for the camera, the extra battery, and extra screen size to play Balatro and Polytopia (lol). But is it worth it for the AI features? Nah. In general, I'm still using ChatGPT/Codex, pretty good price/quality, and only Gemini for stuff that's integrated with the Google ecosystem. I still think that making you run out of tokens is a great business model, but it's not for me, even with my own programming projects.",942,en,True,True,,,,surrogate_13944032144545357048,surrogate_hash,10,942,6,tweet,snapshot_per_tweet
"@SamsungMobile 
Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.",en,"@SamsungMobile 
Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.","Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.",250,en,True,True,,,,surrogate_14072125545011789416,surrogate_hash,10,250,1,tweet,snapshot_per_tweet
"@SamsungMobile 
Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.",en,"@SamsungMobile 
Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.","Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.",250,en,True,True,,,,surrogate_14072125545011789416,surrogate_hash,10,250,2,tweet,snapshot_per_tweet
"@SamsungMobile 
Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.",en,"@SamsungMobile 
Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.","Why does every system update just kill the sound in my headphones S25 Ultra? It took me a lot of effort to get it back to 8.0 using third-party apps. But after the update, I got some kind of buzzing noise in my headphones, especially low frequencies.",250,en,True,True,,,,surrogate_14072125545011789416,surrogate_hash,10,250,3,tweet,snapshot_per_tweet
@Apple @AppleSupport  This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened! https://t.co/b2WJ3BegBx,en,@Apple @AppleSupport  This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened! https://t.co/b2WJ3BegBx,This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened!,254,en,True,True,,,,surrogate_14181094691514831334,surrogate_hash,10,254,1,tweet,snapshot_per_tweet
@Apple @AppleSupport  This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened! https://t.co/b2WJ3BegBx,en,@Apple @AppleSupport  This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened! https://t.co/b2WJ3BegBx,This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened!,254,en,True,True,,,,surrogate_14181094691514831334,surrogate_hash,10,254,2,tweet,snapshot_per_tweet
@Apple @AppleSupport  This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened! https://t.co/b2WJ3BegBx,en,@Apple @AppleSupport  This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened! https://t.co/b2WJ3BegBx,This is a heartbreaking experience. I got this phone in Oct 2023 and today suddenly the display stopped working! People buy iPhone expecting it work for at least 5-6 yrs. Mone didn't even work for 3 yrs. I didn't drop it nor any physical damage happened!,254,en,True,True,,,,surrogate_14181094691514831334,surrogate_hash,10,254,3,tweet,snapshot_per_tweet
"10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹
Happy anniversary Overwatch!",en,"10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹
Happy anniversary Overwatch!",10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹 Happy anniversary Overwatch!,279,en,True,True,,,,surrogate_14244039840568511403,surrogate_hash,10,279,1,tweet,snapshot_per_tweet
"10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹
Happy anniversary Overwatch!",en,"10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹
Happy anniversary Overwatch!",10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹 Happy anniversary Overwatch!,279,en,True,True,,,,surrogate_14244039840568511403,surrogate_hash,10,279,2,tweet,snapshot_per_tweet
"10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹
Happy anniversary Overwatch!",en,"10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹
Happy anniversary Overwatch!",10 years ago I bought Overwatch (instead of Battleborn) on my HP laptop I had for university. I got 20 fps and only played Mercy on terrible university dorm wifi. 19 year old Raine would have NO IDEA how much of an impact the game would have on her 🥹 Happy anniversary Overwatch!,279,en,True,True,,,,surrogate_14244039840568511403,surrogate_hash,10,279,3,tweet,snapshot_per_tweet
